time,frequency,power
2019-05-01 05:07:30+00:00,25.610426840447342,6.970545248283682
2019-05-01 07:22:30+00:00,25.61709361822697,7.013893569041856
2019-05-01 07:27:30+00:00,25.670427840464004,-6.4314543352350215
2019-05-01 07:32:30+00:00,25.633760562676045,3.6463557963338533
2019-05-01 07:37:30+00:00,25.65042750712512,5.580634901032291
2019-05-01 07:42:30+00:00,25.647094118235305,3.6053073785992034
2019-05-01 07:52:30+00:00,25.65042750712512,4.628498842982627
2019-05-01 07:57:30+00:00,25.660427673794562,4.555845039528722
2019-05-01 08:52:30+00:00,25.657094284904748,3.413161618528201
2019-05-01 08:57:30+00:00,25.670427840464008,2.8885311309608923
2019-05-01 09:07:30+00:00,25.65709428490475,2.943008293828988
2019-05-01 09:12:30+00:00,25.65042750712512,3.2465010754724517
2019-05-01 09:27:30+00:00,25.653760896014933,3.351153389114695
2019-05-01 09:47:30+00:00,25.64376072934549,5.324791808607991
2019-05-01 09:52:30+00:00,25.63709395156586,4.013382650369062
2019-05-01 10:02:30+00:00,25.64376072934549,4.893643120798365
2019-05-01 10:07:30+00:00,25.647094118235305,3.252829875324349
2019-05-01 10:12:30+00:00,25.653760896014933,5.857151083245827
2019-05-01 10:42:30+00:00,25.63042717378623,3.449297667228819
2019-05-01 11:17:30+00:00,25.63042717378623,6.146650427832841
2019-05-01 11:27:30+00:00,25.63042717378623,4.197946559203623
2019-05-01 11:37:30+00:00,25.627093784896417,5.135990676402551
2019-05-01 11:42:30+00:00,25.63042717378623,6.112048094718845
2019-05-01 11:47:30+00:00,25.633760562676045,4.7178844727053475
2019-05-01 12:17:30+00:00,25.633760562676045,5.894951607175319
2019-05-01 12:22:30+00:00,25.63042717378623,6.4514204093303675
2019-05-01 12:27:30+00:00,25.627093784896417,1.7567554543307704
2019-05-01 12:32:30+00:00,25.627093784896417,6.686994699078883
2019-05-01 12:37:30+00:00,25.63042717378623,6.414380225744009
2019-05-01 12:42:30+00:00,25.63042717378623,5.6605454415187735
2019-05-01 12:47:30+00:00,25.633760562676045,7.608197495712289
2019-05-01 12:52:30+00:00,25.63709395156586,6.671726063503965
2019-05-01 12:57:30+00:00,25.633760562676045,2.5586988773917425
2019-05-01 13:02:30+00:00,25.623760396006602,5.745743634304671
2019-05-01 13:07:30+00:00,25.623760396006602,2.3244814636146445
2019-05-01 13:42:30+00:00,25.623760396006602,5.658011616165743
2019-05-01 13:47:30+00:00,25.620427007116785,6.893289750657718
2019-05-01 13:52:30+00:00,25.61709361822697,2.862590927531743
2019-05-01 14:02:30+00:00,25.627093784896417,5.553256527460583
2019-05-01 14:07:30+00:00,25.623760396006602,6.1251704677353045
2019-05-01 14:12:30+00:00,25.620427007116785,3.245473255643135
2019-05-01 14:22:30+00:00,25.61709361822697,5.092784219961085
2019-05-01 14:57:30+00:00,25.620427007116785,5.419887046043379
2019-05-01 15:12:30+00:00,25.61709361822697,5.9018577590479
2019-05-01 15:22:30+00:00,25.623760396006602,4.869995236822888
2019-05-01 15:27:30+00:00,25.627093784896417,2.3221760790859194
2019-05-01 16:02:30+00:00,25.61709361822697,5.30887918958605
2019-05-01 16:12:30+00:00,25.61709361822697,3.8331828637366483
2019-05-01 16:17:30+00:00,25.627093784896417,3.7717620827740186
2019-05-01 16:22:30+00:00,25.627093784896417,6.383456087489129
2019-05-01 16:27:30+00:00,25.63042717378623,6.352119374355273
2019-05-01 16:37:30+00:00,25.620427007116785,3.4268494989610625
2019-05-01 16:42:30+00:00,25.623760396006602,6.682208741968207
2019-05-01 16:47:30+00:00,25.623760396006602,4.79217126406335
2019-05-01 17:22:30+00:00,25.620427007116785,4.577187977179621
2019-05-01 17:27:30+00:00,25.61709361822697,5.459958818658376
2019-05-01 17:32:30+00:00,25.613760229337156,6.194177346969737
