datetime,tide_nstr
2018-04-10 17:15:00+00:00,31.90924649781449
2018-04-10 17:30:00+00:00,31.51722169911062
2018-04-10 17:45:00+00:00,30.80313746746355
2018-04-10 18:00:00+00:00,29.772158164352774
2018-04-10 18:15:00+00:00,28.434285567788677
2018-04-10 18:30:00+00:00,26.804264779920565
2018-04-10 18:45:00+00:00,24.901413548728147
2018-04-10 19:00:00+00:00,22.749376531888252
2018-04-10 19:15:00+00:00,20.375807275447816
2018-04-10 19:30:00+00:00,17.811981910741235
2018-04-10 19:45:00+00:00,15.092349768882395
2018-04-10 20:00:00+00:00,12.254027251553444
2018-04-10 20:15:00+00:00,9.336242358245226
2018-04-10 20:30:00+00:00,6.379738232548146
2018-04-10 20:45:00+00:00,3.426144933541622
2018-04-10 21:00:00+00:00,0.5173293440436558
2018-04-10 21:15:00+00:00,-2.305266321
2018-04-10 21:30:00+00:00,-5.001286563
2018-04-10 21:45:00+00:00,-7.532114153
2018-04-10 22:00:00+00:00,-9.861500142
2018-04-10 22:15:00+00:00,-11.95616145
2018-04-10 22:30:00+00:00,-13.78633552
2018-04-10 22:45:00+00:00,-15.3262822
2018-04-10 23:00:00+00:00,-16.55472356
2018-04-10 23:15:00+00:00,-17.45521364
2018-04-10 23:30:00+00:00,-18.01643078
2018-04-10 23:45:00+00:00,-18.232387
2018-04-11 00:00:00+00:00,-18.10254998
2018-04-11 00:15:00+00:00,-17.63187349
2018-04-11 00:30:00+00:00,-16.83073756
2018-04-11 00:45:00+00:00,-15.71479587
2018-04-11 01:00:00+00:00,-14.30473367
2018-04-11 01:15:00+00:00,-12.62593926
2018-04-11 01:30:00+00:00,-10.70809426
2018-04-11 01:45:00+00:00,-8.584689126
2018-04-11 02:00:00+00:00,-6.29247183
2018-04-11 02:15:00+00:00,-3.870838966
2018-04-11 02:30:00+00:00,-1.361179454
2018-04-11 02:45:00+00:00,1.1938179018861652
2018-04-11 03:00:00+00:00,3.7508811380600404
2018-04-11 03:15:00+00:00,6.266883776115816
2018-04-11 03:30:00+00:00,8.699572745921978
2018-04-11 03:45:00+00:00,11.008282937945289
2018-04-11 04:00:00+00:00,13.15462593863578
2018-04-11 04:15:00+00:00,15.103140944149377
2018-04-11 04:30:00+00:00,16.821896508828182
2018-04-11 04:45:00+00:00,18.28303265403076
2018-04-11 05:00:00+00:00,19.463233922299366
2018-04-11 05:15:00+00:00,20.344125190102936
2018-04-11 05:30:00+00:00,20.91258342486199
2018-04-11 05:45:00+00:00,21.160960061397503
2018-04-11 06:00:00+00:00,21.087210250145333
2018-04-11 06:15:00+00:00,20.69492686387353
2018-04-11 06:30:00+00:00,19.99327881013015
2018-04-11 06:45:00+00:00,18.996854852170696
2018-04-11 07:00:00+00:00,17.72541576135272
2018-04-11 07:15:00+00:00,16.203559180000266
2018-04-11 07:30:00+00:00,14.460303038498962
2018-04-11 07:45:00+00:00,12.528594719282166
2018-04-11 08:00:00+00:00,10.444754371591884
2018-04-11 08:15:00+00:00,8.247861835835401
2018-04-11 08:30:00+00:00,5.979097519721779
2018-04-11 08:45:00+00:00,3.6810482684490027
2018-04-11 09:00:00+00:00,1.3969897798670305
2018-04-11 09:15:00+00:00,-0.829842572
2018-04-11 09:30:00+00:00,-2.956982524
2018-04-11 09:45:00+00:00,-4.943449429
2018-04-11 10:00:00+00:00,-6.750440831
2018-04-11 10:15:00+00:00,-8.341989954
2018-04-11 10:30:00+00:00,-9.685577522
2018-04-11 10:45:00+00:00,-10.75268814
2018-04-11 11:00:00+00:00,-11.51930236
2018-04-11 11:15:00+00:00,-11.9663167
2018-04-11 11:30:00+00:00,-12.07988475
2018-04-11 11:45:00+00:00,-11.85167429
2018-04-11 12:00:00+00:00,-11.27903596
